img_name,frame_idx,timestamp_sec,y_true_torque,y_pred_torque,mse,ae,re,segment
00797.jpg,797,39.85,1823.0,2049.9347211122513,51499.367646295264,226.93472111225128,0.12441596552206759,baseline_3s
00798.jpg,798,39.9,1796.0,2037.5527420043945,58347.727169841586,241.55274200439453,0.13442000111541152,baseline_3s
00799.jpg,799,39.95,1796.0,1984.5733355283737,35559.90287229661,188.57333552837372,0.10493786061679117,baseline_3s
00800.jpg,800,40.0,1796.0,1958.0629613399506,26264.403438274312,162.06296133995056,0.09018528733441879,baseline_3s
00801.jpg,801,40.05,1796.0,2011.913261294365,46618.5364027687,215.91326129436493,0.12015206527232328,baseline_3s
00802.jpg,802,40.1,1795.0,2083.2655512094498,83097.0280140879,288.26555120944977,0.16050420445960456,baseline_3s
00803.jpg,803,40.15,1795.0,2188.288664460182,154675.97359287378,393.2886644601822,0.21898032542326404,baseline_3s
00804.jpg,804,40.2,1805.0,2167.803193926811,131626.15752349538,362.8031939268112,0.20088770427841152,baseline_3s
00805.jpg,805,40.25,1805.0,2179.7079055309296,140406.01446737602,374.70790553092957,0.2074794604268713,baseline_3s
00806.jpg,806,40.3,1828.0,2210.0926064252853,145994.759884868,382.09260642528534,0.20890793134241953,baseline_3s
00807.jpg,807,40.35,1828.0,2083.321737885475,65189.18983685928,255.32173788547516,0.13959635750982785,baseline_3s
00808.jpg,808,40.4,1850.0,1992.350401520729,20263.636813112782,142.35040152072906,0.0769045929339433,baseline_3s
00809.jpg,809,40.45,1850.0,1974.267230629921,15442.344608429967,124.26723062992096,0.0671351867260513,baseline_3s
00810.jpg,810,40.5,1850.0,1977.0101619958878,16131.58125022165,127.01016199588776,0.06861705132138722,baseline_3s
00811.jpg,811,40.55,1850.0,1901.755771279335,2678.65986071884,51.75577127933502,0.02796097854096976,baseline_3s
00812.jpg,812,40.6,1847.0,1849.6442254781723,6.9919283794155405,2.6442254781723022,0.0014308579427339298,baseline_3s
00813.jpg,813,40.65,1847.0,1792.686898112297,2949.913036664001,54.31310188770294,0.029390206649189905,baseline_3s
00814.jpg,814,40.7,1833.0,1760.6914592981339,5228.5250584334335,72.30854070186615,0.0394266852245726,baseline_3s
00815.jpg,815,40.75,1833.0,1707.6245803833008,15718.995844063407,125.37541961669922,0.06836173370594287,baseline_3s
00816.jpg,816,40.8,1826.0,1692.3916063308716,17851.202858844794,133.60839366912842,0.07312993632683548,baseline_3s
00817.jpg,817,40.85,1826.0,1629.9057973623276,38452.93630810454,196.09420263767242,0.1073312548646264,baseline_3s
00818.jpg,818,40.9,1808.0,1643.9740152359009,26904.523677832476,164.02598476409912,0.09067218616036436,baseline_3s
00819.jpg,819,40.95,1808.0,1627.9794882535934,32407.3846494381,180.02051174640656,0.09951382628325404,baseline_3s
00820.jpg,820,41.0,1744.0,1633.3766015768051,12237.536278696916,110.62339842319489,0.063394497663722,baseline_3s
00821.jpg,821,41.05,1744.0,1592.0605593919754,23085.593612279434,151.9394406080246,0.08707131266935507,baseline_3s
00822.jpg,822,41.1,1628.0,1571.2189738750458,3224.084927802734,56.781026124954224,0.0348563696285784,baseline_3s
00823.jpg,823,41.15,1628.0,1460.6188541650772,28016.44798101169,167.3811458349228,0.10275085686612817,baseline_3s
00824.jpg,824,41.2,1095.0,1174.454646140337,6313.040793286168,79.45464614033699,0.07249511509154835,baseline_3s
00825.jpg,825,41.25,1095.0,736.378546088934,128609.34720528687,358.62145391106606,0.3272093557582719,baseline_3s
00826.jpg,826,41.3,669.0,580.9954108893871,7744.807704527801,88.00458911061287,0.13135013300091472,baseline_3s
00827.jpg,827,41.35,669.0,540.6384529173374,16476.6867694546,128.36154708266258,0.19158439863083968,baseline_3s
00828.jpg,828,41.4,375.0,471.4886168539524,9310.053182388829,96.48861685395241,0.2566186618456181,baseline_3s
00829.jpg,829,41.45,375.0,176.8020313680172,39282.43476984444,198.1979686319828,0.5271222569999543,baseline_3s
00830.jpg,830,41.5,-423.0,28.055029451847076,203450.63959380664,451.0550294518471,1.0638090317260545,baseline_3s
00831.jpg,831,41.55,-423.0,-168.63608705997467,64701.00020616079,254.36391294002533,0.5999148890094937,baseline_3s
00832.jpg,832,41.6,-506.0,-316.7864646911621,35801.76194406884,189.2135353088379,0.37320223926792484,baseline_3s
00833.jpg,833,41.65,-506.0,-365.350987136364,19782.144819515248,140.64901286363602,0.2774142265554951,baseline_3s
00834.jpg,834,41.7,-449.0,-377.8123778104782,5067.677552998095,71.18762218952179,0.15819471597671508,baseline_3s
00835.jpg,835,41.75,-449.0,-393.0174181461334,3134.0494710248713,55.98258185386658,0.12440573745303683,baseline_3s
00836.jpg,836,41.8,-429.0,-434.5420054793358,30.713824732987863,5.542005479335785,0.012888384835664617,baseline_3s
00837.jpg,837,41.85,-429.0,-470.9405163526535,1759.006911927196,41.9405163526535,0.09753608454105465,baseline_3s
00838.jpg,838,41.9,-444.0,-489.0608789920807,2030.4828155389387,45.06087899208069,0.10126040222939481,baseline_3s
00839.jpg,839,41.95,-444.0,-508.03170359134674,4100.059064810087,64.03170359134674,0.1438914687445994,baseline_3s
00840.jpg,840,42.0,-489.0,-488.4544779062271,0.2975943547943558,0.5455220937728882,0.0011133103954548739,baseline_3s
00841.jpg,841,42.05,-489.0,-489.2319929599762,0.05382073347851701,0.2319929599761963,0.00047345502035958426,baseline_3s
00842.jpg,842,42.1,-489.0,-457.7572386264801,976.1101382427069,31.242761373519897,0.06376073749697939,baseline_3s
00843.jpg,843,42.15,-489.0,-452.2804743051529,1348.323567254537,36.71952569484711,0.0749378075405043,baseline_3s
00844.jpg,844,42.2,-491.0,-454.7962646484375,1310.7104534059763,36.2037353515625,0.07358482795033028,baseline_3s
00845.jpg,845,42.25,-491.0,-459.51674354076385,991.1954372780344,31.483256459236145,0.06399035865698403,baseline_3s
00846.jpg,846,42.3,-432.0,-468.02535367012024,1297.8261070572457,36.02535367012024,0.08319943110882272,baseline_3s
00847.jpg,847,42.35,-432.0,-493.77209985256195,3815.7923201948843,61.77209985256195,0.1426607386895195,baseline_3s
00848.jpg,848,42.4,-392.0,-512.0621398687363,14414.91742985999,120.06213986873627,0.3055016281647233,baseline_3s
00849.jpg,849,42.45,-392.0,-514.1643515825272,14924.128797579306,122.16435158252716,0.3108507673855653,baseline_3s
00850.jpg,850,42.5,-461.0,-515.2817002534866,2946.502982409371,54.28170025348663,0.1174928576915295,baseline_3s
00851.jpg,851,42.55,-461.0,-517.1286776065826,3150.4284498636916,56.12867760658264,0.1214906441700923,baseline_3s
00852.jpg,852,42.6,-517.0,-514.6586985588074,5.481692438530672,2.341301441192627,0.004519886952109318,baseline_3s
00853.jpg,853,42.65,-517.0,-507.94534850120544,81.9867137646225,9.054651498794556,0.017480022198445088,baseline_3s
00854.jpg,854,42.7,-526.0,-495.39305353164673,936.7851721166428,30.60694646835327,0.05807769728340279,baseline_3s
00855.jpg,855,42.75,-526.0,-504.9332957267761,443.80602893546916,21.066704273223877,0.039974770916933355,baseline_3s
00856.jpg,856,42.8,-494.0,-506.0943806171417,146.27404251229342,12.094380617141724,0.024433092155841867,baseline_3s
00857.jpg,857,42.85,-494.0,-513.6170103549957,384.8270952680096,19.617010354995728,0.03963032394948632,esquiva_evento
00858.jpg,858,42.9,-474.0,-505.2389703989029,975.8732715835312,31.238970398902893,0.0657662534713745,esquiva_evento
00859.jpg,859,42.95,-474.0,-510.1779707670212,1308.845568819439,36.17797076702118,0.07616414898320248,esquiva_evento
00860.jpg,860,43.0,-484.0,-513.6720796823502,880.4323126757371,29.67207968235016,0.06117954573680445,esquiva_evento
00861.jpg,861,43.05,-484.0,-492.22393345832825,67.6330815270108,8.223933458328247,0.016956563831604633,esquiva_evento
00862.jpg,862,43.1,-471.0,-488.5457812547684,307.85443984018116,17.54578125476837,0.03717326537027198,esquiva_evento
00863.jpg,863,43.15,-471.0,-476.62303245067596,31.61849394135494,5.623032450675964,0.011913204344652466,esquiva_evento
00864.jpg,864,43.2,-456.0,-461.0152677297592,25.152910401164164,5.015267729759216,0.01097432763623461,esquiva_evento
00865.jpg,865,43.25,-456.0,-439.93600618839264,258.05189717935957,16.06399381160736,0.03515097114137278,esquiva_evento
00866.jpg,866,43.3,-439.0,-434.2052844762802,22.989296953399517,4.794715523719788,0.01089708073572679,esquiva_evento
00867.jpg,867,43.35,-439.0,-462.785148024559,565.7332665501839,23.78514802455902,0.0540571546012705,esquiva_evento
00868.jpg,868,43.4,-403.0,-493.6731346845627,8221.617353524844,90.67313468456268,0.22443845218951158,esquiva_evento
00869.jpg,869,43.45,-403.0,-485.24641025066376,6764.471999120488,82.24641025066376,0.20358022339273207,esquiva_evento
00870.jpg,870,43.5,-379.0,-423.5923875570297,1988.4810280363395,44.592387557029724,0.11734838830797296,esquiva_evento
00871.jpg,871,43.55,-379.0,-405.98313212394714,728.0894192183882,26.983132123947144,0.07100824243143986,esquiva_evento
00872.jpg,872,43.6,-313.0,-404.5015277862549,8372.529587218774,91.50152778625488,0.2914061394466716,esquiva_evento
00873.jpg,873,43.65,-313.0,-387.2868560552597,5518.536982574876,74.2868560552597,0.2365823441250309,esquiva_evento
00874.jpg,874,43.7,-327.0,-362.7690337896347,1279.4237782440293,35.769033789634705,0.10905193228547166,esquiva_evento
00875.jpg,875,43.75,-327.0,-352.933811545372,672.5625812708705,25.93381154537201,0.07906649861393905,esquiva_evento
00876.jpg,876,43.8,-337.0,-337.5225405693054,0.27304864657003236,0.5225405693054199,0.0015459780156965087,esquiva_evento
