img_name,frame_idx,timestamp_sec,y_true_torque,y_pred_torque,mse,ae,re,segment
00308.jpg,308,15.4,-455.0,-484.04605853557587,843.6735164520996,29.046058535575867,0.06369749678854357,baseline_3s
00309.jpg,309,15.45,-455.0,-489.9962594509125,1224.7381755555807,34.996259450912476,0.07674618300638701,baseline_3s
00310.jpg,310,15.5,-446.0,-488.3505644798279,1793.570311760059,42.35056447982788,0.0947439921248946,baseline_3s
00311.jpg,311,15.55,-446.0,-478.61989414691925,1064.0574941562168,32.61989414691925,0.07297515469109452,baseline_3s
00312.jpg,312,15.6,-505.0,-454.0787671804428,2592.9719518635484,50.92123281955719,0.1006348474694806,baseline_3s
00313.jpg,313,15.65,-505.0,-146.38775956630707,128602.73898887279,358.61224043369293,0.7087198427543339,baseline_3s
00314.jpg,314,15.7,-507.0,-262.4510757923126,59804.17633113723,244.54892420768738,0.48139552009387276,baseline_3s
00315.jpg,315,15.75,-478.0,37.838015645742416,266088.8583853372,515.8380156457424,1.0769060869430949,baseline_3s
00316.jpg,316,15.8,-478.0,-151.75262939929962,106437.34682387074,326.2473706007004,0.6811009824649277,baseline_3s
00317.jpg,317,15.85,-453.0,-223.52392506599426,52659.268967117416,229.47607493400574,0.5054539095462681,baseline_3s
00318.jpg,318,15.9,-453.0,-264.8420423269272,35403.41703570186,188.15795767307281,0.4144448406895877,baseline_3s
00319.jpg,319,15.95,-406.0,-270.94516038894653,18239.809702367376,135.05483961105347,0.3318300727544311,baseline_3s
00320.jpg,320,16.0,-406.0,-66.03195387125015,115578.27238859978,339.96804612874985,0.835302324640663,baseline_3s
00321.jpg,321,16.05,-408.0,-357.9930067062378,2500.6993782823783,50.00699329376221,0.12226648727081224,baseline_3s
00322.jpg,322,16.1,-408.0,-234.42477869987488,30128.35744938741,173.57522130012512,0.4243892941323353,baseline_3s
00323.jpg,323,16.15,-403.0,-300.78411626815796,10448.08688708145,102.21588373184204,0.2530096131976288,baseline_3s
