img_name,frame_idx,timestamp_sec,y_true_torque,y_pred_torque,mse,ae,re,segment
00000.jpg,0,0.0,322.0,80.86028915643692,58148.36014571721,241.13971084356308,0.7465625722710931,esquiva_evento
00001.jpg,1,0.05,322.0,54.547206819057465,71530.99658028802,267.45279318094254,0.8280272234704104,esquiva_evento
00002.jpg,2,0.1,300.0,125.86900907754898,30321.60199963472,174.13099092245102,0.5785082754898705,esquiva_evento
00003.jpg,3,0.15,300.0,196.38344711065292,10736.39003267086,103.61655288934708,0.344241039499492,esquiva_evento
00004.jpg,4,0.2,263.0,218.84862005710602,1949.344350861781,44.15137994289398,0.16724007554126508,esquiva_evento
00005.jpg,5,0.25,280.0,239.5801866352558,1633.7613124407528,40.419813364744186,0.14384275218770173,esquiva_evento
00006.jpg,6,0.3,280.0,227.61876958608627,2743.7932996755203,52.38123041391373,0.1864100726473798,esquiva_evento
00007.jpg,7,0.35,265.0,226.1394398510456,1510.1431350905023,38.86056014895439,0.14609233138704658,esquiva_evento
00008.jpg,8,0.4,265.0,217.25595924258232,2279.4934278459605,47.74404075741768,0.17948887502788602,esquiva_evento
00009.jpg,9,0.45,265.0,218.55040767788887,2157.564626890325,46.44959232211113,0.17462252752673357,esquiva_evento
00010.jpg,10,0.5,241.0,222.44065660238266,344.44922735068235,18.55934339761734,0.07669150164304686,esquiva_evento
00011.jpg,11,0.55,241.0,223.81950476765633,295.1694164285837,17.180495232343674,0.07099378195183337,esquiva_evento
00012.jpg,12,0.6,228.0,223.94033804535866,16.480855185962362,4.059661954641342,0.017727781461315904,esquiva_evento
00013.jpg,13,0.65,228.0,223.81950476765633,17.476540387648186,4.180495232343674,0.0182554376958239,esquiva_evento
00014.jpg,14,0.7,215.0,220.3975047469139,29.13305749295819,5.39750474691391,0.024988447902379213,esquiva_evento
00015.jpg,15,0.75,215.0,278.6547076702118,4051.92180858012,63.65470767021179,0.29469772069542494,esquiva_evento
00016.jpg,16,0.8,220.0,269.75364877283573,2475.4255662106984,49.75364877283573,0.22512963245627027,esquiva_evento
00017.jpg,17,0.85,173.0,259.16052493453026,7423.636056993811,86.16052493453026,0.4951754306582199,esquiva_evento
00018.jpg,18,0.9,173.0,223.3811848461628,2538.263786503224,50.381184846162796,0.2895470393457632,esquiva_evento
00019.jpg,19,0.95,25.0,223.4289515018463,39374.04879412208,198.4289515018463,7.6318827500710125,esquiva_evento
00020.jpg,20,1.0,25.0,124.78629821538925,9957.305311530596,99.78629821538925,3.8379345467457404,esquiva_evento
00021.jpg,21,1.05,25.0,58.176036059856415,1100.6493686448932,33.176036059856415,1.2760013869175544,esquiva_evento
00022.jpg,22,1.1,-82.0,-112.19337856769562,911.640109332181,30.193378567695618,0.3637756453939231,esquiva_evento
00023.jpg,23,1.15,-82.0,-161.82185637950897,6371.528755870957,79.82185637950897,0.9617091130061322,esquiva_evento
00024.jpg,24,1.2,25.0,-218.63767951726913,59359.31888055954,243.63767951726913,9.370679981433428,esquiva_evento
00025.jpg,25,1.25,1.0,-191.7811666727066,37164.57822368988,192.7811666727066,96.3905833363533,esquiva_evento
00026.jpg,26,1.3,1.0,-226.1246339082718,51585.59932796648,227.1246339082718,113.5623169541359,esquiva_evento
00027.jpg,27,1.35,23.0,-167.23828387260437,36190.604650793604,190.23828387260437,7.926595161358516,esquiva_evento
00028.jpg,28,1.4,23.0,-130.65405368804932,23609.56821476994,153.65405368804932,6.402252237002055,esquiva_evento
00029.jpg,29,1.45,13.0,-142.99772369861603,24335.28979914975,155.99772369861603,11.142694549901146,esquiva_evento
00030.jpg,30,1.5,13.0,-157.09523206949234,28932.387972774457,170.09523206949234,12.149659433535167,esquiva_evento
00031.jpg,31,1.55,13.0,-202.40986609458923,46401.410410888864,215.40986609458923,15.386419006756373,esquiva_evento
00032.jpg,32,1.6,-48.0,-252.27474296092987,41728.170611753965,204.27474296092987,4.1688723053251,esquiva_evento
00033.jpg,33,1.65,-48.0,-280.7516508102417,54173.330954892685,232.7516508102417,4.7500336900049325,esquiva_evento
00034.jpg,34,1.7,-195.0,-298.71837800741196,10757.501936488396,103.71837800741196,0.5291753979969998,esquiva_evento
00035.jpg,35,1.75,-195.0,-321.93839979171753,16113.357341681913,126.93839979171753,0.647644896896518,esquiva_evento
00036.jpg,36,1.8,-329.0,-339.0703877210617,101.41270885251039,10.070387721061707,0.030516326427459717,esquiva_evento
00037.jpg,37,1.85,-329.0,-346.288938999176,298.9074117172297,17.288938999176025,0.05239072423992735,esquiva_evento
00038.jpg,38,1.9,-412.0,-344.75034987926483,4522.515441361295,67.24965012073517,0.16283208261679216,esquiva_evento
00039.jpg,39,1.95,-412.0,-337.72573840618134,5516.665935307006,74.27426159381866,0.17984082710367716,esquiva_evento
00040.jpg,40,2.0,-441.0,-335.13141441345215,11208.157414096208,105.86858558654785,0.23952168684739333,esquiva_evento
00041.jpg,41,2.05,-441.0,-333.55547392368317,11544.326183764328,107.44452607631683,0.24308716306859013,esquiva_evento
00042.jpg,42,2.1,-468.0,-341.77923995256424,15931.680266952355,126.22076004743576,0.26912742014378627,esquiva_evento
00043.jpg,43,2.15,-468.0,-343.8718743920326,15407.791566947326,124.12812560796738,0.2646655130233846,esquiva_evento
00044.jpg,44,2.2,-478.0,-340.52158421278,18900.314807363742,137.47841578722,0.2870113064451357,esquiva_evento
