img_name,frame_idx,timestamp_sec,y_true_torque,y_pred_torque,mse,ae,re,segment
00000.jpg,0,0.0,-215.0,-313.2224416732788,9647.648048260657,98.22244167327881,0.45473352626517966,esquiva_evento
00001.jpg,1,0.05,-277.0,-338.51123452186584,3783.6319724039804,61.511234521865845,0.22126343353189154,esquiva_evento
00002.jpg,2,0.1,-277.0,-345.6704066991806,4715.624756230868,68.6704066991806,0.24701585143590146,esquiva_evento
00003.jpg,3,0.15,-277.0,-348.93410235643387,5174.515081825904,71.93410235643387,0.2587557638720643,esquiva_evento
00004.jpg,4,0.2,-271.0,-376.4014856815338,11109.473183874577,105.40148568153381,0.38750546206446257,esquiva_evento
00005.jpg,5,0.25,-271.0,-356.1240016222,7246.09565217631,85.12400162220001,0.3129558883169118,esquiva_evento
00006.jpg,6,0.3,-351.0,-361.9836972951889,120.64160627234004,10.983697295188904,0.03120368549769575,esquiva_evento
00007.jpg,7,0.35,-351.0,-366.92908251285553,253.73566970135983,15.92908251285553,0.0452530753206123,esquiva_evento
00008.jpg,8,0.4,-384.0,-376.01975148916245,63.68436629472501,7.980248510837555,0.020727918209967677,esquiva_evento
00009.jpg,9,0.45,-427.0,-386.53440153598785,1637.4646590506622,40.465598464012146,0.0945457908037667,esquiva_evento
00010.jpg,10,0.5,-427.0,-391.92417228221893,1230.3136900874586,35.07582771778107,0.08195286849948848,esquiva_evento
00011.jpg,11,0.55,-427.0,-382.2892746925354,1999.0489575195554,44.7107253074646,0.10446431146603878,esquiva_evento
00012.jpg,12,0.6,-427.0,-369.3669776916504,3321.5652603947237,57.63302230834961,0.13465659417838693,esquiva_evento
00013.jpg,13,0.65,-404.0,-374.4927349090576,870.678693147147,29.507265090942383,0.07285744466899353,esquiva_evento
00014.jpg,14,0.7,-404.0,-384.20297372341156,391.92224939593314,19.79702627658844,0.04888154636194676,esquiva_evento
00015.jpg,15,0.75,-395.0,-350.905025601387,1944.3667672143338,44.094974398612976,0.11135094545104286,esquiva_evento
00016.jpg,16,0.8,-395.0,-348.9246048927307,2122.9420342909743,46.07539510726929,0.11635200784663961,esquiva_evento
00017.jpg,17,0.85,-434.0,-371.7565076351166,3874.252341777301,62.24349236488342,0.1430884881951343,esquiva_evento
00018.jpg,18,0.9,-434.0,-376.226700425148,3337.754143765593,57.77329957485199,0.13281218293069422,esquiva_evento
00019.jpg,19,0.95,-409.0,-370.15119683742523,1509.2295071644794,38.84880316257477,0.09475317844530431,esquiva_evento
00020.jpg,20,1.0,-409.0,-371.8261024951935,1381.8986556978602,37.17389750480652,0.09066804269465005,esquiva_evento
00021.jpg,21,1.05,-441.0,-373.85752218961716,4508.112326517752,67.14247781038284,0.1519060583945313,esquiva_evento
00022.jpg,22,1.1,-441.0,-364.6291000843048,5832.514353933132,76.37089991569519,0.17278484143822442,esquiva_evento
00023.jpg,23,1.15,-435.0,-347.9969660639763,7569.5279140728935,87.00303393602371,0.19954824297253146,esquiva_evento
00024.jpg,24,1.2,-435.0,-363.4877284169197,5114.004986972233,71.51227158308029,0.16401897152082637,esquiva_evento
00025.jpg,25,1.25,-435.0,-355.97307974100113,6245.254125622167,79.02692025899887,0.18125440426375888,esquiva_evento
00026.jpg,26,1.3,-412.0,-360.8377764225006,2617.5731213940344,51.16222357749939,0.1238794759745748,esquiva_evento
00027.jpg,27,1.35,-412.0,-342.7266718149185,4798.7939978380045,69.27332818508148,0.16773202950382926,esquiva_evento
00028.jpg,28,1.4,-355.0,-344.9297641515732,101.40965004294061,10.070235848426819,0.028287179349513535,esquiva_evento
00029.jpg,29,1.45,-333.0,-365.88132870197296,1081.1817772071909,32.88132870197296,0.09844709192207474,esquiva_evento
